,GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue
21,ENSRNOG00000014431.2,561,498977,Dctn3l1,NM_001408768,-0.0633771192253173,0.701596159447774,0.786813788871802
22,ENSRNOG00000014450.7,6999,308282,Shprh,NM_001107470,0.00139664249784708,5.6793842935179,0.979105201703303
23,ENSRNOG00000014852.5,3206,308283,Fbxo30,NM_001007690,0.115184334381876,6.23644348703745,0.0775930303060214
24,ENSRNOG00000040242.4,1143,114005,Epm2a,NM_001276762,-0.241766135810218,-0.500208189522606,0.55119777085934
25,ENSRNOG00000011058.7,12734,25600,Utrn,NM_013070,-0.109604289237667,8.11900146546809,0.0680494473961451
26,ENSRNOG00000014902.4,1951,292483,Stx11,NM_001025638,0.0166054181463558,4.67219355117919,0.854885390817619
27,ENSRNOG00000014908.5,712,680891,Sf3b5,NM_001126092,-0.152183645102826,4.72480809262169,0.0475741032405364
28,ENSRNOG00000025587.4,4642,25157,Plagl1,NM_012760,-0.724355294074535,8.38405393658347,1.52333913145757e-09
29,ENSRNOG00000015217.6,1889,361452,Ltv1,NM_001014157,-0.0889893061256675,5.81532896788836,0.118863406445477
30,ENSRNOG00000015473.7,1979,308291,Phactr2,NM_214458,0.0407859849525562,3.71100907759142,0.686633288753426
31,ENSRNOG00000015551.4,1651,292485,Fuca2,NM_001004218,0.0354232256941261,0.614765810536377,0.896313475183183
32,ENSRNOG00000015660.4,1969,83519,Pex3,NM_031350,0.022538869544364,3.80849622139878,0.818482123431542
33,ENSRNOG00000046983.2,567,361453,Adat2,NM_001115028,0.526260662479611,1.49774974842535,0.00206964719180102
34,ENSRNOG00000010753.6,1420,292486,Aig1,NM_001134425,-0.029686525795117,4.32009132231011,0.708812426437793
35,ENSRNOG00000011015.6,9395,29721,Hivep2,NM_024137,-0.00637753270509994,5.31634293653207,0.919748971766991
36,ENSRNOG00000011399.5,759,100912436,C1h3orf38,XM_039095487,0.0988891852905712,2.07225561085697,0.523284718089996
37,ENSRNOG00000011411.7,6855,308376,Adgrg6,NM_001427850,0.269456883009206,4.59369556475964,0.000245622499119373
38,ENSRNOG00000011540.8,1380,292640,Vta1,NM_001025640,0.0459939891958948,5.44949561423821,0.511816218734338
39,ENSRNOG00000060990.1,1158,NA,NA,NA,0.0255282627891445,3.30071409765987,0.807754128322524
40,ENSRNOG00000058425.1,4377,NA,NA,NA,-0.347126997422519,0.893790161688923,0.117321461849851
41,ENSRNOG00000051831.1,153,NA,NA,NA,-0.0717771810143741,2.71519745203659,0.642618340812817
42,ENSRNOG00000052007.1,87,NA,NA,NA,-0.154108653037504,0.0127772905508043,0.646321191261881
43,ENSRNOG00000061685.1,87,NA,NA,NA,-0.166691436651202,0.224005799411778,0.548259126969759
44,ENSRNOG00000047746.1,1140,NA,NA,NA,-0.0094633707757653,6.9059281408092,0.946840651214583
45,ENSRNOG00000053888.1,153,NA,NA,NA,-0.15542139699979,2.37939277373823,0.415987108689927
46,ENSRNOG00000055836.1,49,NA,NA,NA,0.219985579897739,3.29672217972921,0.153420174193198
47,ENSRNOG00000060657.1,49,NA,NA,NA,0.165032787471032,2.95111299763028,0.303286344425758
48,ENSRNOG00000059898.1,3705,NA,NA,NA,-0.13174308738383,3.18122986068489,0.231747067905888
49,ENSRNOG00000056940.1,1949,114490,Cited2,NM_053698,-0.256044093803762,7.7567041765008,6.75486374033406e-06
50,ENSRNOG00000055972.1,1275,NA,NA,NA,0.64212357755789,-0.88550103517622,0.127508439241335
51,ENSRNOG00000060972.1,4794,308624,Heca,NM_001107514,-0.227819207045116,5.21104414203258,0.000411215532531122
52,ENSRNOG00000051450.1,793,685045,Abracl,NM_001099647,0.133472181560505,6.59385897318222,0.0325491450116327
53,ENSRNOG00000059224.1,2843,292944,Reps1,NM_001106264,-0.0608942326787869,5.36366867142771,0.264090916051401
54,ENSRNOG00000053347.1,1195,361454,Ccdc28a,NM_001037789,0.0718908440683483,2.4460812187838,0.576528374402796
55,ENSRNOG00000060603.1,5545,308631,Nhsl1,NM_001427846,0.15873217231046,6.68229924175755,0.0412703271071114
56,ENSRNOG00000053735.1,1144,308632,Hebp2,NM_001107515,0.166603034880782,2.99154006482289,0.121815436426254
57,ENSRNOG00000049517.1,2445,683206,Tnfaip3,NM_001427106,0.311082978982408,2.45506224601908,0.0140905647340899
58,ENSRNOG00000012074.6,1894,116465,Ifngr1,NM_053783,0.111307916340566,5.61546851101984,0.0414778811912629
59,ENSRNOG00000012322.7,1552,308718,Pex7,NM_001034147,0.0514387377660107,2.57418146452001,0.64227280723123
60,ENSRNOG00000031700.6,4137,365057,Map3k5,NM_001277694,-0.0783788982183753,3.60748368612144,0.324417058232129
61,ENSRNOG00000058050.1,6687,293017,Bclaf1,NM_001047852,0.056893970791949,7.34449065828033,0.303719513801977
62,ENSRNOG00000013969.6,3141,308923,Ahi1,NM_001002277,0.0968182918579623,5.58665490408555,0.123266295500713
63,ENSRNOG00000014531.7,2694,293408,Hbs1l,NM_001011934,-0.117147698358606,5.88557922451192,0.0275793612135365
64,ENSRNOG00000014979.7,2196,498985,Themis,NM_001432406,-0.016232789319955,1.98624855228276,0.966546293996248
65,ENSRNOG00000047605.2,4464,NA,NA,NA,-0.152252204750092,4.83200893448883,0.0249155910001641
66,ENSRNOG00000046617.2,423,NA,NA,NA,0.129753583511434,2.60318517802362,0.307178344855346
67,ENSRNOG00000011245.6,2285,293947,Arhgap18,NM_001106354,-0.0857903537736821,4.98469621074147,0.194737879874294
68,ENSRNOG00000011720.7,2744,309550,L3mbtl3,NM_001107612,-0.0217846356584297,4.66481154732483,0.788877898931811
69,ENSRNOG00000033517.4,519,100360791,Tpt1l3,XM_039099022,0.101956965907919,8.3964649185073,0.124313307725402
70,ENSRNOG00000026462.6,630,NA,NA,NA,0.308246138048357,5.63323881119933,0.0007211854078425
71,ENSRNOG00000012346.8,2996,309557,Epb41l2,NM_001400827,-0.0120445228591775,6.65334888137606,0.815662278108964
72,ENSRNOG00000013202.7,1059,361458,Akap7,NM_001001801,0.149007367643278,3.35782767639695,0.0943117436864355
73,ENSRNOG00000055111.1,1484,NA,NA,NA,0.317659663092365,5.30562653324296,5.06239937025929e-05
74,ENSRNOG00000013304.5,1498,29221,Arg1,NM_017134,0.755492985165329,0.569304270184275,0.00084157255877716
75,ENSRNOG00000013422.7,4727,309565,Med23,NM_001277054,0.00496730327418318,5.5833512228163,0.933180184043186
76,ENSRNOG00000013791.5,2770,54410,Enpp3,NM_019370,0.341658663710093,4.94769412641288,4.51131749113345e-08
77,ENSRNOG00000013994.6,4098,85496,Enpp1,NM_053535,-0.19675406041028,7.17151413654006,0.00124238688635932
78,ENSRNOG00000015036.6,2712,64032,Ccn2,NM_022266,-0.125325519440223,10.5538712824092,0.0197899836887832
79,ENSRNOG00000015670.4,2333,60466,Stx7,NM_021869,-0.019798133393251,5.83735200504665,0.686738671688394
80,ENSRNOG00000048072.1,1077,NA,NA,NA,0.704105895658846,-0.680370472416201,0.0845564393632207
81,ENSRNOG00000052726.1,633,NA,NA,NA,-0.200904255180841,-0.0883100387817379,0.571775600778466
82,ENSRNOG00000016371.7,2509,309570,Slc18b1,NM_001400828,0.0253165252173346,3.03141583096001,0.775504868237904
83,ENSRNOG00000060376.1,818,NA,NA,NA,-0.250698419313432,0.166077827014294,0.280960147170064
84,ENSRNOG00000016411.4,543,65139,Rps12,NM_031709,0.0708277981780642,9.27944188629272,0.201678220822601
85,ENSRNOG00000057952.1,74,120100344,Snord101,XR_005500113,0.33220170478896,-0.581832591312792,0.306279911402644
86,ENSRNOG00000016627.7,1770,292172,Eya4,NM_001271317,0.0354402327586216,4.78654028805905,0.62989520231734
87,ENSRNOG00000048248.2,1107,NA,NA,NA,-0.0145358832999356,3.08611398511384,0.913307232929781
88,ENSRNOG00000011114.7,1253,NA,NA,NA,-0.0215465534734092,4.81638625496148,0.784561438551187
89,ENSRNOG00000011161.5,4118,308028,Slc2a12,NM_001107451,-0.496733163948519,3.03001191428545,2.24889766390482e-05
90,ENSRNOG00000011815.8,3657,29517,Sgk1,NM_001193568,0.10387026309874,3.13238561637419,0.322010772639477
91,ENSRNOG00000058047.1,576,NA,NA,NA,-0.0569354231269951,2.21832607343642,0.764165979200657
92,ENSRNOG00000052999.1,315,NA,NA,NA,0.0495332095942072,2.99454129653117,0.62874685770791
93,ENSRNOG00000048976.3,720,NA,NA,NA,-0.0334086642382577,2.12580439611278,0.839539028146759
94,ENSRNOG00000048796.2,399,NA,NA,NA,0.0825436305684542,3.91131340340724,0.296479640114349
95,ENSRNOG00000054246.1,315,NA,NA,NA,0.0993944558718088,4.59789598262282,0.211707605488909
96,ENSRNOG00000013323.6,1223,292188,Rnf217,NM_001106204,-0.113021361739385,3.66506516435225,0.148605057152353
97,ENSRNOG00000021478.4,1330,689256,Tpd52l1,NM_001044295,0.219459200091988,0.297733098128401,0.420699988416002
98,ENSRNOG00000021442.6,1329,361462,Hddc2,NM_001108460,0.0360205740154237,3.82138131445227,0.608563367907472
99,ENSRNOG00000013364.6,2673,155430,Hey2,NM_130417,-0.432117310782432,1.0483903862015,0.0323750268506567
100,ENSRNOG00000014004.8,3334,498995,Ncoa7,NM_001432412,0.0729328654713332,4.65524250817029,0.304485956185264
101,ENSRNOG00000014190.7,1079,246769,Hint3,NM_001100825,0.107169162641345,1.79244243382674,0.442814366062327
102,ENSRNOG00000014240.6,1570,378794,Trmt11,NM_001429736,0.0848364087847642,3.20854398027713,0.392590397567626
103,ENSRNOG00000042944.1,1601,689399,Cenpw,NM_001246319,0.33278778225097,4.29473740174215,0.000331626494045994
104,ENSRNOG00000011588.6,1871,308051,Rnf146,NM_001012060,-0.00687111978112967,4.91135202209597,0.9237264543533
105,ENSRNOG00000011622.5,1863,361465,Echdc1,NM_001007734,-0.0425627725020681,4.87542649143886,0.524018758987211
106,ENSRNOG00000042309.2,4152,292199,Kiaa0408L,NM_001144859,-0.472401676121978,0.329684064916889,0.0729020030607824
107,ENSRNOG00000012324.6,2832,108349256,Mtcl3,XM_017589873,0.462869925470353,-0.76958064095541,0.287918327527854
108,ENSRNOG00000023407.5,856,364656,Mrpl36,NM_001108879,-0.0133532859936534,3.45005686135868,0.913140620864467
109,ENSRNOG00000023387.5,639,NA,NA,NA,0.0876058029331655,4.39160718727449,0.453594991558819
110,ENSRNOG00000039783.1,438,NA,NA,NA,-0.0535421048295828,9.37474399006216,0.496453728816572
111,ENSRNOG00000028357.6,2575,502225,Lrrc14b,NM_001109333,-0.248450161880354,1.35998485569295,0.20222436510323
112,ENSRNOG00000012775.4,1255,NA,NA,NA,-0.0125370468902565,4.60282152879363,0.855632276805312
113,ENSRNOG00000013331.5,2277,157074,Sdha,NM_130428,0.0459926828363037,6.17076236793395,0.330126376085613
114,ENSRNOG00000014485.5,1531,308061,Pdcd6,NM_001107452,0.0604789375695765,5.47376555350171,0.267874712840427
115,ENSRNOG00000014721.4,4694,498999,Ahrr,NM_001024285,0.59988504603726,3.5761123352638,2.8181900819538e-11
116,ENSRNOG00000039776.3,2510,252881,Exoc3,NM_001024964,0.013973272727602,5.64975513606451,0.779519632221642
117,ENSRNOG00000015465.7,2167,308064,Cep72,NM_001400076,0.464477003868595,2.88781864475371,5.23033871333599e-05
118,ENSRNOG00000015676.7,2470,308067,Brd9,NM_001107453,0.150688958760921,4.95746981176383,0.0136767636005123
119,ENSRNOG00000015810.5,2698,292206,Trip13,NM_001011930,0.38632655823203,4.4225310305308,1.54292238488035e-05
120,ENSRNOG00000016103.5,4017,308068,Nkd2,NM_001107454,-0.322105634001418,4.45303444334016,5.5527763945308e-05
121,ENSRNOG00000016372.7,5917,308069,Slc12a7,NM_001013144,0.0649320245668393,4.80765116282335,0.446678802391975
122,ENSRNOG00000016923.5,2312,316916,Clptm1l,NM_001108240,0.0381212053724933,6.3480339750183,0.547536388883331
123,ENSRNOG00000017930.5,3607,361467,Lpcat1,NM_001100735,0.19180546388986,4.83107401659158,0.00277907859495137
124,ENSRNOG00000047971.1,294,NA,NA,NA,-0.0567913438818078,2.64675696934264,0.66254911585339
125,ENSRNOG00000049394.3,639,NA,NA,NA,0.120236327245792,4.4093018242294,0.293969697888182
126,ENSRNOG00000012742.7,1425,306657,Irx2,NM_001039505,-0.0481127741912775,3.14276279192201,0.687814356684214
127,ENSRNOG00000023053.6,6885,306665,Ice1,NM_001427643,-0.049509135748041,5.97453641628076,0.384757403545955
128,ENSRNOG00000017095.4,1896,NA,NA,NA,-0.111314581994528,3.85182963649917,0.203006075451012
129,ENSRNOG00000017150.7,945,290939,Med10,NM_001106097,-0.0502834049568851,4.43486342715763,0.49979527949983
130,ENSRNOG00000017254.6,4865,361191,Nsun2,NM_001108403,-0.0290083224875448,6.50402091998104,0.554811463540778
131,ENSRNOG00000017601.7,2719,24950,Srd5a1,NM_017070,0.472142256555154,2.14656311233647,0.000611091511766612
132,ENSRNOG00000017613.5,3819,306672,Tent4a,NM_001107333,0.0992475869220945,5.47698447088202,0.0909460884104422
133,ENSRNOG00000017678.5,2802,NA,NA,NA,-0.244800361077806,5.12114632620769,0.00178158385661565
134,ENSRNOG00000032150.4,3217,81636,Adcy2,NM_031007,-0.357132798521156,2.18133226820526,0.0318120907470726
135,ENSRNOG00000027422.6,2261,290946,Fastkd3,NM_001082574,-0.141287399841727,4.05137946632495,0.125308719274566
136,ENSRNOG00000017826.6,2944,290947,Mtrr,NM_001039003,0.0782568583540345,4.65677192268885,0.282476520378198
137,ENSRNOG00000042308.2,1578,680200,Zfp455l1,NM_001139491,0.259397055937373,2.12097632242565,0.0390074984719616
138,ENSRNOG00000051377.1,1598,NA,NA,NA,-0.231008336891625,2.80526501255072,0.035744750962151
139,ENSRNOG00000017963.5,1597,498682,Zfp874b,NM_001346428,-0.0521787794787943,2.57351090164794,0.664351328120954
140,ENSRNOG00000049259.2,3204,102549842,Zfp748,NM_001401867,-0.0948917456712163,3.63820280426343,0.297800414809153
141,ENSRNOG00000016462.5,1620,102547287,LOC102547287,NM_001409273,-0.279974543822493,3.26626621527037,0.00291438464867371
142,ENSRNOG00000056694.1,315,NA,NA,NA,0.0203207938413884,0.352393804238558,0.971842570578699
143,ENSRNOG00000047145.2,2346,102551340,Zfp729,XM_063276645,0.0131239277599527,3.87833301013564,0.871707836684115
144,ENSRNOG00000046353.3,1506,NA,NA,NA,0.752577766047459,-0.242741398521975,0.0199226539089521
145,ENSRNOG00000057057.1,2665,NA,NA,NA,0.571813467082414,-0.410104298295105,0.0852901425319752
146,ENSRNOG00000053328.1,1254,NA,NA,NA,0.11476882664903,-0.905876397490022,0.847885619146045
147,ENSRNOG00000016368.4,2770,171010,Ppp1r14c,NM_133425,0.261671615652175,1.22778518936988,0.169625851405442
148,ENSRNOG00000019582.7,3734,361472,Mthfd1l,NM_001108462,0.135919053990574,5.03283159366165,0.0353543703974414
149,ENSRNOG00000019549.8,6589,83425,Akap12,NM_001033653,0.0897106247092435,6.87296898920476,0.217004167631688
150,ENSRNOG00000019544.7,3138,308126,Zbtb2,NM_001107460,0.128371291744904,3.48185047281823,0.129890493757158
151,ENSRNOG00000019501.7,1994,292268,Rmnd1,NM_001040128,0.209430331291041,3.80770292160537,0.0164533227231623
152,ENSRNOG00000019489.7,2972,292267,Armt1,NM_001017447,0.0158035830550882,4.36095864350663,0.815554970481408
153,ENSRNOG00000018960.7,29464,499010,Syne1,NM_001029909,-0.204058883896302,7.37029028573038,0.000669255181274879
154,ENSRNOG00000024077.6,1833,292263,Fbxo5,NM_001106206,0.395003691230926,5.30425122783324,2.00956695027145e-07
155,ENSRNOG00000018773.7,1222,361473,Mtrf1l,NM_001025723,-0.166013697868617,3.51807701047699,0.0279772289089821
156,ENSRNOG00000018690.7,2494,308118,Rgs17,NM_001107459,-0.196094612237121,3.05269689976502,0.0291482179303794
157,ENSRNOG00000018052.7,4596,308113,Cnksr3,NM_001012061,-0.156382764796676,5.56766330267068,0.00879303477289867
158,ENSRNOG00000004144.6,1234,NA,NA,NA,-0.0205104595746553,2.48503887920909,0.875807737514331
159,ENSRNOG00000016919.7,4839,245926,Scaf8,NM_001428710,0.106569983698512,6.24630932716092,0.0572804386659568
160,ENSRNOG00000016728.7,5836,100362710,Tiam2,NM_001427473,-0.0538906249147271,4.3899951240878,0.537377960839118
161,ENSRNOG00000056223.1,1585,308140,Tfb1m,NM_181474,0.195835813853963,3.4786662476928,0.0161789603170626
162,ENSRNOG00000017030.8,8044,282546,Arid1b,NM_001419802,-0.143534235440597,5.79129236362685,0.0364387130371743
163,ENSRNOG00000016973.6,740,292228,Tmem242,NM_001144860,0.0492693691083654,3.16310642021104,0.682202860314342
164,ENSRNOG00000029049.4,3027,499014,Zdhhc14,NM_001039343,-0.290715056063389,1.91613717057482,0.0287870473182623
165,ENSRNOG00000046874.2,1782,683687,Snx9,NM_001127637,0.0115338524718811,5.29693832657603,0.829029835432281
166,ENSRNOG00000017114.8,5113,84018,Synj2,NM_001113371,0.00811730669185343,4.53141024565429,0.918001010912696
167,ENSRNOG00000017889.7,1855,499015,Serac1,NM_001400935,0.193188240927756,1.43773825978793,0.314779969210888
168,ENSRNOG00000018007.5,1655,502227,Gtf2h5,NM_001126088,-0.0365051405385895,4.10995749700264,0.710373968979168
169,ENSRNOG00000018012.7,5038,499016,Tulp4,NM_001109137,-0.0142268536731742,6.43177461857179,0.847508146155944
170,ENSRNOG00000018158.6,1854,502228,Tmem181,NM_001130939,-0.106578217652579,4.69311209790923,0.127083288540972
171,ENSRNOG00000018207.4,729,83462,Dynlt1,NM_031318,0.0500683241981832,4.73086282249583,0.475666524493127
172,ENSRNOG00000018524.6,2954,54319,Ezr,NM_019357,0.268684372851645,5.1604672127058,7.21107739267604e-05
173,ENSRNOG00000018762.8,1823,361476,Rsph3,NM_001108463,0.304226113128963,0.518438046447063,0.207583776020341
174,ENSRNOG00000018935.3,1057,NA,NA,NA,-0.153538041719021,3.30668409258152,0.14417508139467
175,ENSRNOG00000019048.4,2063,24787,Sod2,NM_017051,-0.0784452364997844,4.94300155619166,0.258220063506988
176,ENSRNOG00000019091.7,3161,499020,Wtap,NM_001113542,-0.0451602062117353,5.74207201194536,0.451169582550709
177,ENSRNOG00000019189.7,2042,308100,Acat2,NM_001006995,-0.488645288073446,5.24058961267396,3.2122225050937e-13
178,ENSRNOG00000013975.7,2030,365096,Acat2l1,XM_063276877,-0.316677514393699,3.39911317016806,4.3476593482376e-05
179,ENSRNOG00000014160.4,2096,24818,Tcp1,NM_012670,0.0222510174748172,7.81709327518293,0.72878138303719
180,ENSRNOG00000014582.6,945,292244,Mrpl18,NM_001106205,0.00322458932262804,5.1523204338971,0.949618079225314
181,ENSRNOG00000023140.7,2177,361478,Pnldc1,NM_001395593,0.0975354542250534,-0.612914500730515,0.839615426927046
182,ENSRNOG00000014997.4,8787,25151,Igf2r,NM_012756,-0.123503045275007,6.94384577611222,0.0477629358919305
183,ENSRNOG00000017412.3,534,NA,NA,NA,0.178521241354028,4.08882949199786,0.0766655030847093
184,ENSRNOG00000017419.7,5408,308106,Map3k4,NM_001107456,0.180388684062829,5.04783055071991,0.00428388790378987
185,ENSRNOG00000017731.4,1926,170919,Agpat4,NM_133406,0.141405915837074,4.20293734705001,0.073568777499159
186,ENSRNOG00000048297.3,2489,499022,Qki,NM_001115021,-0.0844248923402479,7.75978035518684,0.209704130283345
187,ENSRNOG00000024140.5,1013,292305,Sft2d1,NM_001008302,-0.0731338092793957,4.37696708950447,0.471989034431733
188,ENSRNOG00000012415.6,889,171087,Mpc1,NM_133561,-0.0396574273534335,5.24220950554834,0.460799634297184
189,ENSRNOG00000055093.1,3202,683722,Cep43,NM_001101008,-0.0370972772987687,3.28083081128635,0.715557833842602
190,ENSRNOG00000013190.6,1185,292306,Rnaset2,NM_001106210,0.061408592985179,5.26901910414866,0.333337738476023
191,ENSRNOG00000023753.7,5319,26955,Afdn,NM_013217,0.169556895805956,4.76866048700456,0.0196874639751715
192,ENSRNOG00000054056.1,3123,NA,NA,NA,1.31259272431988,-1.04417685213116,0.0105898784923122
193,ENSRNOG00000010529.7,5879,292406,Thbs2,NM_001169138,-0.33952934762904,4.72447964592487,0.00455870249373983
194,ENSRNOG00000015609.7,2863,308222,Wdr27,NM_001432183,0.0464084853476268,0.965989845400219,0.825141755826115
195,ENSRNOG00000015597.5,2538,NA,NA,NA,0.0266064176402032,4.6375691822205,0.666734792224466
196,ENSRNOG00000061312.1,1644,292404,Phf10,NM_001024747,-0.0719951375955381,6.74154598071789,0.221373048589218
197,ENSRNOG00000015230.7,2037,361485,Ermard,NM_001037207,0.358349306813741,3.25423334404033,0.000303259270598413
198,ENSRNOG00000058790.1,4946,308218,Fam120b,NM_001107466,-0.0410253949181888,5.12553152868864,0.496025138750471
199,ENSRNOG00000001488.6,1068,94198,Psmb1,NM_053590,-0.0742115747253396,7.06990947066714,0.175355994742824
200,ENSRNOG00000001489.5,1867,117526,Tbp,NM_001004198,0.036078123803929,4.3035694705121,0.666180139502253
201,ENSRNOG00000001490.4,1134,58934,Pdcd2,NM_031638,-0.115346804107817,3.74190682674274,0.118305968498521
202,ENSRNOG00000014434.7,6004,308215,Chd1,NM_001107465,-0.0246698450258372,6.25930660072638,0.720893578773644
203,ENSRNOG00000048190.1,1311,NA,NA,NA,-0.150150080727876,4.12857223089609,0.0763022042651289
204,ENSRNOG00000057242.1,107,NA,NA,NA,-1.21038888694565,-1.33579327012684,0.0547300152713357
205,ENSRNOG00000012692.6,2166,308201,Riok2,NM_001009687,0.00387774583799597,5.21878532234658,0.948356390061926
206,ENSRNOG00000047387.2,2944,NA,NA,NA,-0.138942891319207,4.92844887501583,0.188205726235661
207,ENSRNOG00000039076.3,1112,688452,Spaca6,NM_001135720,0.0982908397384232,2.71691254150598,0.535279214196666
208,ENSRNOG00000011234.3,984,NA,NA,NA,0.291804313728531,2.48885704064489,0.0387859002360592
209,ENSRNOG00000011282.6,2188,117281,Ppp2r1a,NM_057140,-0.0934994050050604,6.89506402034738,0.101854520122414
210,ENSRNOG00000059492.1,4405,100365363,Zfp160,XM_063277010,-0.0541738177204347,4.96646335083587,0.422256726705058
211,ENSRNOG00000052406.1,1905,NA,NA,NA,0.00311584796994441,3.2865655344751,0.966058042151787
212,ENSRNOG00000051578.1,2070,308232,Zfp54,NM_001107467,-0.0653837826065828,2.13805057293137,0.662121623187097
213,ENSRNOG00000042347.3,1979,308236,Zfp53,NM_001107468,-0.141498628589961,2.03866030657677,0.386019428029274
214,ENSRNOG00000042826.3,2610,361487,Zfp52,NM_001014158,-0.0199539623196695,2.88834075645754,0.910658217221301
215,ENSRNOG00000058436.1,3228,108348215,LOC108348215,XM_006228004,0.178429462623782,-0.203088302552701,0.572437877359426
216,ENSRNOG00000043341.3,2513,499056,Zfp51l1,NM_001401954,-0.0342562133692939,2.50868845543748,0.838443221674206
217,ENSRNOG00000042547.2,522,NA,NA,NA,0.0822464082121524,4.88864244359591,0.603851289496908
218,ENSRNOG00000058030.1,2284,NA,NA,NA,-0.120007104614388,3.64178852830366,0.243050267113815
219,ENSRNOG00000051570.1,2629,NA,NA,NA,0.14400177588283,4.50117379316044,0.104694595647631
220,ENSRNOG00000047884.2,1876,NA,NA,NA,-0.150890088649656,2.81829952161491,0.269181293906524
221,ENSRNOG00000026569.6,2698,NA,NA,NA,-0.0415716231599319,3.35188894054313,0.765327343969839
222,ENSRNOG00000028767.3,1320,682225,Zfp945l1,XM_017589909,0.0882712570581698,1.58767801845238,0.654935102453249
223,ENSRNOG00000051875.1,668,NA,NA,NA,-0.054646612626012,-0.395640201588634,0.917414244412432
224,ENSRNOG00000061533.1,2175,100362641,Zfp945,XM_006228099,-0.30206726114941,2.66257012499059,0.0141257372852525
225,ENSRNOG00000059824.1,834,NA,NA,NA,-0.220485770679016,-0.0562976007697331,0.50936216928406
226,ENSRNOG00000011675.7,2846,690661,Zfp40,NM_001168642,-0.0210737709026487,3.22146053662046,0.87677656895606
227,ENSRNOG00000055843.1,1870,NA,NA,NA,0.221512368754217,3.82112852889612,0.0109096868635335
228,ENSRNOG00000058909.1,2350,103689992,Rps9,NM_001313935,-0.0944648236617775,9.46128644555119,0.103949083703859
229,ENSRNOG00000055179.1,939,NA,NA,NA,-0.0611600134063013,5.6462590385608,0.447230638579581
230,ENSRNOG00000052600.1,2287,308309,Mboat7,NM_001134978,-0.0332081802937918,4.48268832838028,0.66210116829396
231,ENSRNOG00000059572.1,1344,292534,Tsen34,NM_001006968,-0.0715688003073263,5.8613685471968,0.341812168918027
232,ENSRNOG00000054459.1,1422,NA,NA,NA,-0.171300017893617,3.57916333559966,0.0615016449343343
233,ENSRNOG00000061893.1,1846,292535,Leng1,NM_001106218,-0.0663423921785245,3.31060455468655,0.456774224815636
234,ENSRNOG00000053234.1,2969,308311,Cnot3,NM_001107471,-0.0897269946149188,5.39010675912984,0.142602627098037
235,ENSRNOG00000061039.1,2404,292536,Prpf31,NM_001106219,0.0676731940831816,5.07925190480024,0.302922997364554
236,ENSRNOG00000056098.1,1146,85423,Tfpt,NM_001398653,-0.10415191598344,3.80786614169901,0.25856610089642
237,ENSRNOG00000060293.1,276,NA,NA,NA,0.171249430844133,2.9286348972181,0.234805287619845
238,ENSRNOG00000054371.1,3101,24681,Prkcg,NM_012628,0.0349510776290901,1.08376695107872,0.866337595012865
