"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSRNOG00000013351",770.099065479997,0.0375997594677761,0.0613745873743282,0.612627490893786,0.540122676541042,0.809178613110283
"ENSRNOG00000014258",409.173950271063,0.285355242855834,0.0968319221745777,2.9469129234197,0.00320963571481725,0.0346202168444943
"ENSRNOG00000014290",10.9296759411365,0.174008417400579,0.355446289402166,0.489549117795683,0.624452989474433,0.854329195754866
"ENSRNOG00000014431",33.6639485868274,-0.0668047947461858,0.254343119061579,-0.262656190553406,0.79281558629189,0.925860511183586
"ENSRNOG00000014450",1091.59642787504,-0.00119142487784268,0.066402458451291,-0.017942481432621,0.985684739178158,0.994768040876887
"ENSRNOG00000014852",1723.81373109052,0.112690475297232,0.0722496455068234,1.55973741471976,0.118821946632905,0.383134275628067
"ENSRNOG00000040242",12.3016219590365,-0.245435197506606,0.370593175027512,-0.662276625813158,0.507793954027204,0.787388393684046
"ENSRNOG00000011058",5562.48452671921,-0.11225794443391,0.0576052823884306,-1.94874393075549,0.0513260126536411,0.233034855177682
"ENSRNOG00000014902",462.067641396129,0.0133946163546223,0.0889984804946843,0.15050387692206,0.880367092237079,0.958165448571022
"ENSRNOG00000014908",591.333847819431,-0.155288303474166,0.080466847510974,-1.92984201913699,0.0536264153335255,0.238366687948786
"ENSRNOG00000025587",4408.13949363547,-0.726889166893012,0.174692988417212,-4.16095215657432,3.16923480790777e-05,0.00077129406256967
"ENSRNOG00000015217",1189.49023205948,-0.0917791597455828,0.0605927249164884,-1.51468942636392,0.129851073371995,0.401406231821464
"ENSRNOG00000015473",247.096243007815,0.0378984172654203,0.10584557956159,0.35805384998027,0.720303014855061,0.896837079045685
"ENSRNOG00000015551",38.3427313794137,0.0332811109417801,0.234919572117073,0.141670234803571,0.887340486945869,0.960616830453288
"ENSRNOG00000015660",303.354432928375,0.0195664121413025,0.0999078402366986,0.195844611343278,0.844731791333908,0.945602263333972
"ENSRNOG00000046983",60.1418539256409,0.525781305169116,0.179348702327566,2.93161477248282,0.0033720474037296,0.0360286418116821
"ENSRNOG00000010753",432.545480647428,-0.032406932072364,0.0736232068034298,-0.440172786264104,0.659811968211913,0.871155948040593
"ENSRNOG00000011015",776.964022815487,-0.00908198519797061,0.0590095248032406,-0.153907106153681,0.87768298096715,0.957568644653885
"ENSRNOG00000011399",90.0364835851606,0.0963756460128562,0.147534978017248,0.653239301676576,0.51360201674034,0.791047342281337
"ENSRNOG00000011411",474.7115149904,0.267183703644831,0.0764668322198112,3.49411236072636,0.00047564078888562,0.00789461062604491
"ENSRNOG00000011540",971.946450217898,0.0434776613255332,0.0688670395579073,0.631327578543212,0.527826358175987,0.801417927552538
"ENSRNOG00000060990",214.209736775738,0.0225724372820828,0.0994398025255384,0.226995998672521,0.820426853562254,0.936960446671887
"ENSRNOG00000058425",40.2351892210435,-0.350471874984288,0.230048773059757,-1.52346769914417,0.1276417359268,0.39848802993339
"ENSRNOG00000051831",53.4485832645631,-0.0761307884817626,0.183298445456092,-0.415337884030224,0.677894571819821,0.878624118805991
"ENSRNOG00000052007",23.1104540682731,-0.157829159352813,0.286878516559213,-0.5501602603283,0.582209457831808,0.83231757786236
"ENSRNOG00000061685",26.4865778414779,-0.169303453876367,0.259963189444816,-0.651259334977139,0.514879093893803,0.791852558898963
"ENSRNOG00000047746",2260.91893925768,-0.0117796412899406,0.10603260048752,-0.111094524097115,0.911541391000918,0.968283386452331
"ENSRNOG00000053888",45.9036032419085,-0.159652999084913,0.212329509382918,-0.751911496187713,0.452104284178715,0.748190634021737
"ENSRNOG00000055836",184.829474544935,0.217071144516113,0.169078066153554,1.28385159266591,0.199193887498492,0.504449078288875
"ENSRNOG00000060657",133.640825700921,0.162412869844773,0.174767756931099,0.929306828082728,0.352730097618067,0.671254866263081
"ENSRNOG00000059898",201.747801561271,-0.1345511822159,0.115182175154646,-1.16815976113708,0.242742328202418,0.560457389295557
"ENSRNOG00000056940",4634.2799331466,-0.258726241244803,0.0580660600598728,-4.45572234413746,8.36111884264677e-06,0.000243656639234213
"ENSRNOG00000055972",10.3334215134926,0.642091122032464,0.46239978286658,1.38860601977776,0.164952585847147,0.460104298026427
"ENSRNOG00000060972",806.638340247442,-0.230304894766478,0.0687892405536442,-3.34797844710727,0.000814033418361327,0.0120980244704759
"ENSRNOG00000051450",2279.97322105193,0.131073926615703,0.051472134150167,2.54650266167909,0.010880838174799,0.0845802990347853
"ENSRNOG00000059224",901.588341614911,-0.0635732621800856,0.0480123283658636,-1.3241028782367,0.185468879818265,0.489061628724667
"ENSRNOG00000053347",117.629781364689,0.0693810266136374,0.138504945915246,0.500928152097131,0.616421688825803,0.851304860349231
"ENSRNOG00000060603",1568.72812398386,0.15605585567533,0.0836458336616215,1.86567398331678,0.0620869917533974,0.261439177677872
"ENSRNOG00000053735",201.266328265032,0.165500197110015,0.0922044641980177,1.79492607597163,0.0726654787259426,0.289044288546661
"ENSRNOG00000049517",127.741361609415,0.309328764783334,0.11587007920198,2.66961727232555,0.00759377498939336,0.0656837352585744
"ENSRNOG00000012074",1154.55546772546,0.108586790999028,0.0564110916774166,1.92491915632434,0.0542394729585516,0.240082152143785
"ENSRNOG00000012322",125.291424166026,0.0489698463922253,0.113876378989425,0.430026374449199,0.667176455807956,0.874754785240293
"ENSRNOG00000031700",285.589718998967,-0.0812748777941579,0.0827097569445667,-0.982651633816667,0.325778922581506,0.645912885156335
"ENSRNOG00000058050",3675.85961513231,0.0542752413721561,0.0585061651150782,0.92768413833653,0.353571438653516,0.671869951674978
"ENSRNOG00000013969",963.764636713488,0.0941038010687834,0.0624799474089522,1.50614405055181,0.132030198502775,0.405277372242264
"ENSRNOG00000014531",1434.648650687,-0.119733528195945,0.0516722200651293,-2.317174064614,0.0204942517218,0.131031986055576
"ENSRNOG00000014979",72.2697307760965,-0.017931189595253,0.167969069688515,-0.106752925574363,0.914984993928233,0.969908376984264
"ENSRNOG00000047605",596.624201006797,-0.155070578146495,0.0596923436576517,-2.59783028516786,0.00938148490817498,0.0763792356432951
"ENSRNOG00000046617",117.141065770329,0.126653183874128,0.122969389075454,1.02995700658815,0.303030188314593,0.622891149857072
"ENSRNOG00000011245",944.261036038036,-0.0884750013729824,0.0599180325735505,-1.47660057536732,0.139782737408434,0.418751967010694
"ENSRNOG00000011720",498.032485041986,-0.024394617645453,0.078076344059154,-0.312445695804744,0.754701827061436,0.911345813280689
"ENSRNOG00000033517",7537.29155309688,0.0991534188538355,0.0720899949213233,1.3754116498697,0.169003859259791,0.466288583654605
"ENSRNOG00000026462",1162.10176698219,0.305781308212478,0.0785467486253983,3.89298492380374,9.90183080923778e-05,0.0020655432010668
"ENSRNOG00000012346",1948.20477876898,-0.0147136380828588,0.0507239185425052,-0.290072977515118,0.771760408267342,0.917491582270026
"ENSRNOG00000013202",175.87361737658,0.146130397510023,0.0972780093593332,1.50219354273826,0.133047131991027,0.407483097076713
"ENSRNOG00000055111",1028.02890703711,0.315446684431274,0.0635410393691652,4.96445584716627,6.88939566512074e-07,2.7436361622387e-05
"ENSRNOG00000013304",30.4764373141402,0.756186635540437,0.222843115905635,3.3933587423928,0.000690411562905628,0.010610761113022
"ENSRNOG00000013422",1008.0499417169,0.00245894679553929,0.067138749678527,0.0366248523738258,0.970784127492137,0.989466742514685
"ENSRNOG00000013791",671.201723743842,0.33918185964478,0.0649381825602808,5.2231498676441,1.75904908163183e-07,8.29440504463896e-06
"ENSRNOG00000013994",3842.43944535474,-0.199194925304294,0.0664796359960574,-2.99632996360129,0.00273250581856412,0.030620334653607
"ENSRNOG00000015036",36040.7518709199,-0.127850449477144,0.0501317472560328,-2.550289117676,0.0107633618418299,0.0840204397723594
"ENSRNOG00000015670",1300.24981359648,-0.0222697650310666,0.0459902599396625,-0.484227857382927,0.628224168692652,0.855658829840933
"ENSRNOG00000048072",9.782683977074,0.710230849773886,0.399710033262702,1.77686520394924,0.0755904206258106,0.296510084372764
"ENSRNOG00000052726",16.8557585476041,-0.205565462870187,0.361556944335609,-0.568556256741054,0.569657317660338,0.824991614997056
"ENSRNOG00000016371",172.905381343744,0.023020070295965,0.093676154364639,0.24574098341354,0.805882744601913,0.930399947060428
"ENSRNOG00000060376",24.2093140350885,-0.253479495908987,0.242224833013837,-1.04646370380409,0.29534699427668,0.615334576524722
"ENSRNOG00000016411",14591.0630086272,0.0680237960728418,0.0438031917778078,1.55294153946346,0.120437101666851,0.385747015169344
"ENSRNOG00000057952",11.8507774278746,0.331968560174665,0.341508547946537,0.97206515670183,0.3310181348923,0.651387664372907
"ENSRNOG00000016627",513.392861655341,0.03265559767679,0.0790031419971651,0.413345556281317,0.67935345713015,0.879242327039972
"ENSRNOG00000048248",193.614108843242,-0.0165039248505939,0.111003808292342,-0.148678906647318,0.881807006278761,0.95853190949056
"ENSRNOG00000011114",621.271500733688,-0.0238121761431803,0.0848276051091493,-0.280712583038749,0.778930856796294,0.920695620903491
"ENSRNOG00000011161",186.263974958596,-0.499858880930046,0.111293717896184,-4.49134857186027,7.0773611432225e-06,0.000212633991869384
"ENSRNOG00000011815",236.189238887264,0.101334931033724,0.0993240379745463,1.02024578440611,0.307611908685064,0.627532546066926
"ENSRNOG00000058047",93.7425582759106,-0.0593679899647419,0.174990783927633,-0.339263523668158,0.734411218738235,0.90041281754778
"ENSRNOG00000052999",167.328674033703,0.0470318422219193,0.105491548171042,0.445835169142299,0.655716315412816,0.868913696653595
"ENSRNOG00000048976",81.616984891298,-0.0366294173284736,0.171209886779735,-0.213944521647854,0.830590320686711,0.940186426183674
"ENSRNOG00000048796",317.621667253643,0.0800460994464833,0.0805346684278352,0.993933432757724,0.320255276456328,0.640416235352222
"ENSRNOG00000054246",494.78815786508,0.0966290298513525,0.0759742942004737,1.27186479148299,0.203421163439308,0.510904272148288
"ENSRNOG00000013323",296.606520145756,-0.115664581967811,0.0807601515285053,-1.43219867445377,0.152086970990479,0.440183517913619
"ENSRNOG00000021478",24.3999968599712,0.217999001653049,0.254240814473023,0.857450846768666,0.391195768671255,0.704105458038107
"ENSRNOG00000021442",338.016980967971,0.0334358764106144,0.0728922393157979,0.458702829333546,0.646447581998923,0.864258249686352
"ENSRNOG00000013364",57.1268582121907,-0.435741579569421,0.195899854330509,-2.22430782839821,0.0261277403697838,0.152717213818679
"ENSRNOG00000014004",603.436600352292,0.0702267641961961,0.0714618523204251,0.982716819056256,0.325746830556421,0.645912885156335
"ENSRNOG00000014190",78.5973351490287,0.105013541990659,0.140384002556086,0.748044934455438,0.454433054534436,0.749390660458911
"ENSRNOG00000014240",176.798376531054,0.0832522906348739,0.112972356344185,0.736926212118961,0.461167222794938,0.753785010684286
"ENSRNOG00000042944",445.245227422461,0.329715342250204,0.067493173949657,4.88516575759407,1.03341876861609e-06,3.96435787508657e-05
"ENSRNOG00000011588",611.837752185543,-0.00947057997408469,0.0649196609862724,-0.145881537737655,0.884014906409481,0.958972797002257
"ENSRNOG00000011622",668.706822978336,-0.0450373296979116,0.0680768383163543,-0.661566118694031,0.50824932738606,0.787430700248098
"ENSRNOG00000042309",25.329005510546,-0.476729494870614,0.258987961867051,-1.84073997661458,0.0656596726042096,0.27054612584576
"ENSRNOG00000012324",9.84616614293311,0.466114616244367,0.414137692010357,1.12550638407651,0.260374513473708,0.582454645815266
"ENSRNOG00000023407",244.175456086729,-0.0158117925796287,0.0947101225995186,-0.166949341270402,0.867409909189015,0.953336562543447
"ENSRNOG00000023387",474.387546482223,0.0850849520938517,0.108866568308257,0.781552623693736,0.434477538771705,0.735136428671786
"ENSRNOG00000039783",14778.7081032097,-0.0563966645294469,0.0814197069880049,-0.692666021725619,0.488519167194257,0.773290828039927
"ENSRNOG00000028357",63.2699952482745,-0.253654601004572,0.152878999683146,-1.65918537883092,0.0970784429401564,0.344120400711909
"ENSRNOG00000012775",571.80029536284,-0.0152833023218213,0.0715356487072234,-0.213645959714042,0.830823156103,0.940214871656562
"ENSRNOG00000013331",1689.80734060072,0.0432516810316674,0.0407397034896284,1.06165920040823,0.288390427654969,0.609832740851276
"ENSRNOG00000014485",1052.18406067641,0.0577900078607653,0.053548786289309,1.07920294492843,0.280497267151681,0.602384969892415
"ENSRNOG00000014721",316.808594339813,0.596543333853925,0.0759293597769496,7.8565568787401,3.94836612819899e-15,8.5109225430067e-13
"ENSRNOG00000039776",1143.93301194692,0.0113556483098668,0.0501356209301997,0.226498607161492,0.820813642410523,0.937086949469097
"ENSRNOG00000015465",155.136621042078,0.461930546248543,0.115587130647487,3.9963838851344,6.4317406354002e-05,0.0014202119972152
"ENSRNOG00000015676",738.585530674618,0.148085813028012,0.054393363444503,2.72249781315882,0.00647904622455382,0.0584440777834499
"ENSRNOG00000015810",500.561769746859,0.383393276388825,0.0774895681872358,4.94767599507644,7.51047876546304e-07,2.96489248938919e-05
"ENSRNOG00000016103",526.714219146564,-0.324669107118822,0.0832222468722796,-3.90122977113426,9.57052564509205e-05,0.00201500369395892
"ENSRNOG00000016372",521.057521252672,0.0620414634146617,0.0856916032329931,0.724008666823198,0.469060414292906,0.759254142339262
"ENSRNOG00000016923",1793.86876903218,0.0356470499335681,0.0644136663878799,0.553408180787478,0.57998393835422,0.83196174953526
"ENSRNOG00000017930",657.73420396023,0.189323433027255,0.0663725144151343,2.85243725803591,0.0043385376157018,0.043385376157018
"ENSRNOG00000047971",140.086380381581,-0.05966804157711,0.121307734582404,-0.491873348245388,0.622808880280263,0.854058830072298
"ENSRNOG00000049394",474.996928790082,0.117916222821151,0.104793195023899,1.12522786230784,0.260492489246436,0.582454645815266
"ENSRNOG00000012742",152.41100975527,-0.0520017923352299,0.135117922483457,-0.38486228458402,0.700339450134217,0.888469752277297
"ENSRNOG00000023053",1354.9882998189,-0.0521119468165673,0.0561772807475065,-0.927633842776919,0.353597536422759,0.671869951674978
"ENSRNOG00000017095",318.396772450411,-0.114220581579557,0.0814373414485246,-1.40255783830755,0.160748731806803,0.453085881680445
"ENSRNOG00000017150",503.898668774339,-0.0528846994372459,0.0713378648571405,-0.741327197599081,0.458495074838937,0.752794476642821
"ENSRNOG00000017254",2037.12358058193,-0.031569268330543,0.0454124081191266,-0.695168339184522,0.48694981130828,0.772369004700662
"ENSRNOG00000017601",102.934479641032,0.469825287065,0.137386697377908,3.4197291006469,0.000626835247460691,0.00986375742817634
"ENSRNOG00000017613",989.50330345225,0.0967532612332639,0.0503006034974004,1.92350100209562,0.0544171607670337,0.240559687884831
"ENSRNOG00000017678",833.39436126555,-0.247805991538995,0.0832674193825613,-2.97602583791486,0.00292010258336815,0.0321874943848535
"ENSRNOG00000032150",79.2515912545776,-0.359735932431575,0.151784594540604,-2.37004245075308,0.0177860430089273,0.118623107300461
"ENSRNOG00000027422",362.692912415196,-0.143722794532551,0.0969739869924632,-1.48207575031148,0.138320140353546,0.416166208846068
"ENSRNOG00000017826",553.452881337034,0.0757713872063536,0.0704674000140837,1.07526866595347,0.282254460577506,0.603339457680234
"ENSRNOG00000042308",83.3158245790333,0.258058641244824,0.140386672304843,1.83819900427914,0.0660330864764079,0.271407177466592
"ENSRNOG00000051377",129.575415130434,-0.233361135736703,0.111954179923102,-2.08443432748104,0.0371206780772871,0.191724538876598
"ENSRNOG00000017963",140.583316491019,-0.0547027967428137,0.116026213878724,-0.471469290551802,0.637305644724905,0.860244497330752
"ENSRNOG00000049259",280.887959929891,-0.0969557167984353,0.092609417753768,-1.04693150167754,0.295131171623417,0.615166156349395
"ENSRNOG00000016462",219.539051439764,-0.281998269948717,0.0999642408086449,-2.82099146322261,0.00478754768862561,0.0466725754569532
"ENSRNOG00000056694",22.3178711684108,0.0178293899508972,0.288474652807502,0.0618057419512512,0.95071753081626,0.983687537474083
"ENSRNOG00000047145",293.110980315092,0.0110660886059588,0.099040997212874,0.111732402917691,0.911035586375176,0.968283386452331
"ENSRNOG00000046353",15.3572778144708,0.756969738927494,0.328968577246905,2.30103964719815,0.0213893901678101,0.1346910003344
"ENSRNOG00000057057",13.0572515137012,0.576404555049446,0.354021835247504,1.6281610275436,0.103490746067981,0.35713557794652
"ENSRNOG00000053328",8.89369081852074,0.120338233329383,0.496351434887928,0.242445623948996,0.808434885838233,NA
"ENSRNOG00000016368",46.5273030267374,0.260002443442113,0.185838246784665,1.39907929578879,0.161789205613987,0.45474223519831
"ENSRNOG00000019582",682.940743799765,0.13330714757706,0.0641751129444139,2.07724056041048,0.0377793620336286,0.194217701334084
"ENSRNOG00000019549",2380.39078568514,0.086950066970381,0.0632050221941823,1.37568288012379,0.168919834491398,0.466151463603573
"ENSRNOG00000019544",210.953771578539,0.126133063167124,0.0909715277418005,1.38651143163299,0.165590792048852,0.461418816143945
"ENSRNOG00000019501",311.24996825669,0.207287843667748,0.0900559876440399,2.30176636879587,0.021348351107784,0.134591740038861
"ENSRNOG00000019489",485.003055919479,0.0131457061345263,0.06614033688067,0.198754750194933,0.842454593830855,0.94526426375469
"ENSRNOG00000018960",4334.39630671658,-0.206781021992842,0.0572147533508725,-3.61412065738966,0.000301368701223117,0.00544226989708767
"ENSRNOG00000024077",883.69742768985,0.392449607105661,0.0691761994956555,5.67318832151668,1.40163998028595e-08,8.71936246505521e-07
"ENSRNOG00000018773",278.979191786144,-0.168076232991651,0.0796663107308732,-2.1097529363377,0.034879642210924,0.184881163631674
"ENSRNOG00000018690",241.57786047501,-0.19894638874253,0.0880761750221073,-2.25879914395231,0.0238958818121006,0.144417478864409
"ENSRNOG00000018052",1040.35898575662,-0.159012637972107,0.0586542817351239,-2.71101500637567,0.00670775904120169,0.0600866542081259
"ENSRNOG00000004144",123.649368238078,-0.0234908688112543,0.132004482524983,-0.177955084266236,0.858758250186351,0.950305167693574
"ENSRNOG00000016919",1646.04554834824,0.103888353202402,0.0514708491511577,2.0183920591111,0.0435504457536191,0.2106929295811
"ENSRNOG00000016728",540.546082566981,-0.0567588445188569,0.0910194049790804,-0.623590590730649,0.532896491551348,0.805334337332217
"ENSRNOG00000056223",277.677468382474,0.193326733711311,0.0830462456335362,2.32794068216421,0.019915253646281,0.128601590354967
"ENSRNOG00000017030",1176.06418596479,-0.146386082957595,0.0722464182908169,-2.02620540119152,0.0427437403873493,0.208798559158347
"ENSRNOG00000016973",209.662913883764,0.0463642409146751,0.110452999771145,0.419764433838285,0.674657549259759,0.877487549134835
"ENSRNOG00000029049",85.5269176221515,-0.293947449284908,0.135470778516458,-2.16982180588264,0.0300203477809765,0.16742354121793
"ENSRNOG00000046874",979.503378606525,0.00887482680649164,0.05205470516702,0.170490386565755,0.864624494095939,0.951970214838888
"ENSRNOG00000017114",503.676821251162,0.00550906954763247,0.0804406422911793,0.0684861456935007,0.945398648316049,0.981565920864552
"ENSRNOG00000017889",61.3986671219897,0.189933558889187,0.17692118919005,1.0735489613127,0.283024883297757,0.604610430364218
"ENSRNOG00000018007",377.460478682551,-0.0390962985472037,0.0867739957592856,-0.450553166361709,0.652311627459244,0.867024752950625
"ENSRNOG00000018012",1419.3164429733,-0.0169229178076824,0.0782147191151402,-0.216364873506355,0.828703344647855,0.939755926192058
"ENSRNOG00000018158",552.27696459223,-0.109040557578749,0.0649224648610113,-1.67955048860495,0.0930448077336072,0.335634680691586
"ENSRNOG00000018207",625.230479228481,0.0475156401060327,0.0742303907983474,0.640110332102557,0.522100872312198,0.797360531488939
"ENSRNOG00000018524",978.497990467863,0.266232443051817,0.061503210244425,4.32875685665448,1.49953373297514e-05,0.000412220001898835
"ENSRNOG00000018762",31.8540315351558,0.303223449753547,0.234321383415332,1.29404941765851,0.195648351764505,0.500149631078289
"ENSRNOG00000018935",193.464107462524,-0.156173134778699,0.113557457334143,-1.37527854572474,0.169045105231217,0.466307643518166
"ENSRNOG00000019048",727.995299723615,-0.0810002119917558,0.0733168874765351,-1.10479610877753,0.26924794701192,0.591497094101278
"ENSRNOG00000019091",1215.905668302,-0.0478123344890513,0.0590732673589739,-0.809373454806678,0.418300366312799,0.724371203076742
"ENSRNOG00000019189",973.824695487415,-0.491525827086109,0.0686731554000327,-7.15746676008825,8.21815079709929e-13,1.22640096510559e-10
"ENSRNOG00000013975",246.546689129525,-0.319659897326486,0.0797045499490382,-4.01056021934596,6.05748477630238e-05,0.00135074947885363
"ENSRNOG00000014160",5263.86383736367,0.0198530664644615,0.0720441591038032,0.275568022604812,0.782879873238469,0.921993641364878
"ENSRNOG00000014582",811.607002749878,0.000628046512563897,0.059016992599099,0.0106417912012257,0.991509239361437,0.996986230711742
"ENSRNOG00000023140",11.1442719559702,0.0960390232407417,0.352262351022108,0.272634935189865,0.785133854492778,0.92264279139515
"ENSRNOG00000014997",3486.30807595084,-0.126249055525827,0.0590175407691371,-2.13917852015699,0.0324212131071077,0.175971252595733
"ENSRNOG00000017412",335.884609478975,0.175822756259934,0.103619143793284,1.69681730444225,0.0897312061360708,0.328756598856722
"ENSRNOG00000017419",594.297034554467,0.178068452609424,0.0655961507782095,2.71461740508982,0.00663523766119799,0.0595548760337533
"ENSRNOG00000017731",462.544362249704,0.138823554094744,0.0778632100433041,1.78291588566072,0.0745999967557731,0.293728024338474
"ENSRNOG00000048297",4527.1426887095,-0.0871978339028545,0.0693886094378096,-1.25665919247174,0.208877070769804,0.516675887259369
"ENSRNOG00000024140",472.139319300622,-0.0756901697948041,0.104734595482329,-0.722685464590111,0.469873147693929,0.759728841222974
"ENSRNOG00000012415",921.377743762074,-0.0422373036115874,0.0534222729832096,-0.790630971933045,0.429159367798804,0.731299547076698
"ENSRNOG00000055093",239.372781849451,-0.0393996637188445,0.103984906363965,-0.378897910249964,0.704763676087773,0.890549959230509
"ENSRNOG00000013190",849.835824833407,0.0589210210399596,0.0681469502383696,0.864617137434048,0.3872489632169,0.700608778808781
"ENSRNOG00000023753",468.601449511591,0.166657013867135,0.0674494238639587,2.47084414246846,0.0134794552112979,0.0981492883700147
"ENSRNOG00000054056",4.54523244406823,1.35646199342915,0.593179299612788,2.2867655602861,0.0222095106998394,NA
"ENSRNOG00000010529",727.04406763432,-0.344369744739777,0.0639317106389069,-5.38652479807421,7.18330224594371e-08,3.76638009652184e-06
"ENSRNOG00000015609",37.6162611586427,0.0444713953126825,0.220553701593565,0.201635225305056,0.84020190497836,0.943980240858899
"ENSRNOG00000015597",644.609210659761,0.0241366441092373,0.0643999966463556,0.374792629909293,0.707814695899185,0.891022356689222
"ENSRNOG00000061312",2321.70353864819,-0.0744748410407674,0.0593486850825796,-1.2548692685801,0.209526221670516,0.51799856003743
"ENSRNOG00000015230",197.313310047999,0.356208593682035,0.105142669692395,3.38785951245253,0.000704403344052577,0.0107480869800382
"ENSRNOG00000058790",811.323899955372,-0.0435433914876066,0.0580663342741738,-0.749890483563269,0.453320666459598,0.749098886653851
"ENSRNOG00000001488",3231.113737031,-0.0768812157021833,0.0479823512800607,-1.6022811231873,0.109093458024998,0.366886864779463
"ENSRNOG00000001489",451.097784899651,0.033809808219775,0.087284173182092,0.387353250734713,0.698494708059567,0.887828502556606
"ENSRNOG00000001490",309.290461189566,-0.118013911263508,0.0763631898655215,-1.54542930266972,0.122242457063942,0.388771092957453
"ENSRNOG00000014434",1589.85735565871,-0.0272873432390905,0.0766709724492982,-0.355901880038569,0.721914047802491,0.897339086595207
"ENSRNOG00000048190",356.467262351554,-0.153058412971912,0.085697253358847,-1.7860363894161,0.0740933663684096,0.292922246079477
"ENSRNOG00000057242",3.70065339871882,-1.27089041611682,0.711283933548214,-1.78675540972369,0.0739770291369653,NA
"ENSRNOG00000012692",771.104490485677,0.00139679011579387,0.063033051725423,0.0221596460516999,0.982320607465027,0.994180492575278
"ENSRNOG00000047387",762.682215947452,-0.141664386317474,0.100793074624834,-1.40549722135939,0.159873475000029,0.451556112832862
"ENSRNOG00000039076",126.494601042258,0.096511505230363,0.172644534280076,0.559018596405694,0.576149028698222,0.829000191748448
"ENSRNOG00000011234",115.07941566245,0.289183035716552,0.130501774363478,2.21593183025321,0.026696171200071,0.154995299229143
"ENSRNOG00000011282",2731.09710023348,-0.0960120465833732,0.0604237788831552,-1.5889778553744,0.11206539232249,0.372488780890132
"ENSRNOG00000059492",721.757753974253,-0.0569657533201282,0.0633858123592072,-0.898714573496406,0.36880471241497,0.684009766289212
"ENSRNOG00000052406",227.15805461475,0.00102025351470655,0.120248404939149,0.00848454925637345,0.993230390364364,0.997795518177158
"ENSRNOG00000051578",109.784358456008,-0.067522019764846,0.138793007004408,-0.486494393501408,0.6266166794265,0.854963780429204
"ENSRNOG00000042347",94.6637039028177,-0.143168760228082,0.162046365748062,-0.883504912727698,0.37696352937566,0.691872513707455
"ENSRNOG00000042826",179.326797860491,-0.0215259039306634,0.147633167402921,-0.145806693098407,0.884073992047449,0.958972797002257
"ENSRNOG00000058436",20.2366750466156,0.176389264301068,0.266617894249219,0.661580741974467,0.508239952974953,0.787430700248098
"ENSRNOG00000043341",135.870108159059,-0.0378359963145242,0.135700824019121,-0.278819208269456,0.780383572727576,0.920797448596727
"ENSRNOG00000042547",679.494509286662,0.0793893408710167,0.172650425557915,0.459827078991972,0.645640344778456,0.864252852390936
"ENSRNOG00000058030",278.447845589367,-0.122118990102941,0.108155998177485,-1.12910048597159,0.258855446345191,0.580432269379841
"ENSRNOG00000051570",489.558089576313,0.141880082721299,0.095706907353201,1.48244350010913,0.138222326651977,0.416135412541726
"ENSRNOG00000047884",164.605038280695,-0.153398884775296,0.141327917275109,-1.08541106196796,0.277739635170993,0.599349157098694
"ENSRNOG00000026569",253.046192341536,-0.0442741219531624,0.126680857082738,-0.349493388130822,0.72671893376921,0.898310861149269
