"",X12656,X12657,X12658,X12659,X12660,X12661,X12662,X12663,X12664,X12665,X12666,X12667,X12668,X12669,X12670,X12671,X12672,X12673
ENSRNOG00000013160,35.797480279072,30.2061708716947,35.9434307834816,29.0283489302219,30.680412679428,29.248486123305,32.0155767812713,36.5385782375646,31.3946392671842,30.9422490983252,27.9016316008944,24.093157326543,30.9699012465784,31.2678316046349,35.1061119903201,30.961082677713,29.2634440638814,30.582485721629
ENSRNOG00000013351,36.3346866679803,31.8570251143132,36.9194625521004,36.1788883893793,31.5054321800513,31.0902198821938,37.3378593663931,36.8439145459565,36.4260980106667,35.2935028777772,35.022593759068,35.4370189011237,34.2156550890146,36.681517659159,33.5531606556277,35.7591451979434,35.1313742537743,34.3925395601411
ENSRNOG00000014258,18.8510605562371,17.0439546129799,14.0463702353393,15.5796521990914,19.0785759519132,14.3830636408457,32.5478050397835,36.3350206986367,32.8500198954643,30.326920281029,30.7679308343731,30.216834813706,17.5811666465293,23.5773616954043,18.9177708044353,21.2291634149816,21.2236176348723,18.2678474221521
ENSRNOG00000014450,45.9067277794375,54.5228076886424,49.904928691115,41.7193726060775,51.3059001950099,49.5075574710816,53.6322322039199,59.2861332127615,58.4647189531934,59.1594705771957,49.7571632561696,54.4103802957763,51.977141393457,50.4434111809401,46.5885400407734,50.0175385363638,48.505682673595,45.8227010756777
ENSRNOG00000014852,80.9716538918164,79.8656511969476,72.608276352464,65.3493010174653,78.0674702464774,67.4425362183556,67.306404384156,75.2654000186045,72.8937783249986,73.4878416085224,67.5371756888422,73.5343239237198,87.0493148575589,84.9999305757064,80.9417059294245,80.7522975102924,79.9410229765926,67.7985473228104
ENSRNOG00000011058,273.340378065438,245.48648764559,270.488108398951,225.975988735757,277.980007991255,257.00956097255,346.808121373592,373.070079470176,331.618871729529,336.628815119422,329.086980743775,298.453986382551,260.066026625198,237.190282463638,234.025060225016,240.582097122872,224.0101401713,240.985905285895
ENSRNOG00000014902,16.9464197228349,20.8364576027791,21.8546243842893,18.8471172499646,21.7598893289389,23.240926005025,36.0277590377477,31.8058654574901,37.7983140316165,33.7112287761583,35.6495967163915,33.8308084126875,21.2777196337482,17.5565332796251,20.0942490882932,19.7806917107611,22.3286174758262,23.6427448014818
ENSRNOG00000014908,27.4463627787701,28.2429928534457,28.3049212899436,26.6606206324876,33.1039074625089,23.5917324352895,26.6932941961495,27.6838252941994,26.0721043980457,24.6571047502279,22.9751797933528,28.8114006363243,24.6587132196192,23.2737905147768,25.2236944059137,22.7681646007158,26.1008583121859,28.2012020725589
ENSRNOG00000025587,360.465486957477,236.295245105606,259.284961141762,194.106365848254,240.132238400162,183.910271066179,600.967585130794,644.106942552723,611.343028484957,651.633217516719,638.960799438138,498.979327048258,178.020582274728,171.568312251322,132.047922580212,143.08184553253,143.61187588121,124.030859778709
ENSRNOG00000015217,56.6020186131576,49.9271864186505,56.8220233991522,52.5162136437456,56.7200906678502,56.7429400952874,60.1417932118766,60.914593524185,59.795352670478,64.8292861079968,64.446946827748,63.0939557488845,48.7313875510208,52.2142430679339,50.6356253372446,50.0175385363638,59.136543212427,48.7822964680934
ENSRNOG00000015473,11.1348233337359,9.05738949328512,11.457764240307,9.66033145475573,12.8393659784497,11.269656572248,18.7508109537369,17.0988332699467,15.7181107854247,16.7017821837551,14.7793554226246,18.5718087725436,11.2248987050918,12.1934424218722,12.9883202537914,8.69083022532294,10.9737915239555,11.2260514884734
ENSRNOG00000015660,14.5045725005244,15.7054241459919,14.6404765292812,10.5127136419401,11.4471455711479,13.9007047992319,15.5165007673936,18.1166209645863,13.5558309948372,11.7791516453852,14.958499124717,13.9037595405259,14.966531606789,13.9642743088661,14.5883307198381,13.6699517085809,12.4598257928245,12.5527666643839
ENSRNOG00000010753,18.4115280562212,19.1409856779277,21.7273158927303,20.3624633605145,19.9551591713255,17.6718739245756,19.9380893765718,18.6255148119062,19.9595057592694,23.9978238745534,21.2733146234748,21.9348119827069,19.9253221993998,21.4017682342404,18.4471794908921,17.743778376701,19.6613764804203,17.8596273680258
ENSRNOG00000011015,35.6509694457334,35.7387634685782,35.5190691449517,31.869622887503,36.0430394334793,34.2913285583576,54.0006979213514,52.8231813517995,50.2730051311599,49.2702574420775,47.1595795758295,44.8233114429227,36.2893311550155,36.5297320688453,34.5884615454227,30.5989647516579,34.445512283527,35.7192547360516
ENSRNOG00000011411,19.6812886118227,20.1225746870522,19.5206353723749,16.9055800458225,20.1614140464813,19.0750996456337,28.9450291360087,33.5869939231095,27.9848903666424,30.8103929231903,29.2004234410644,27.7573250032881,25.5152315947066,24.4880752372868,22.9177969695522,24.9861368978035,21.3379279632468,20.2409110170959
ENSRNOG00000011540,46.3462602794534,42.6098865324497,38.9988345808968,44.1344554697664,41.9728670942091,42.7106828847063,43.2333108452973,48.039579186993,40.8338221991721,41.5786472258745,39.8146877900403,49.7925251415222,42.6906790109313,52.2648382647052,40.0473207825234,45.2194760161334,44.3143039665287,40.7199503990989
ENSRNOG00000060990,8.44879138919435,9.5928016800803,8.65697742600974,11.8386414886712,8.1986312874438,10.2172372814544,7.69683943079156,12.2643417204082,9.81342366497415,11.2956790032238,9.27068658328272,10.6411444858898,9.96266109969991,10.2202297477933,10.0706541098237,9.68665452197453,9.56396414066957,8.60663947449625
ENSRNOG00000051831,3.02789055566503,1.96317801824899,2.24911668420841,3.03069222109984,1.85629387640237,2.63104822698396,14.2473410740184,10.9921071021086,17.5477321466911,17.0973507091598,13.9732087632087,13.9037595405259,2.02859615152261,1.82142708376514,1.92942438552698,3.03273763071165,2.55293066703132,2.58539367613326
ENSRNOG00000047746,123.117936948896,98.6943130992448,83.2597534795643,105.032427287491,83.9972979072072,115.020658322982,150.825300335298,225.134638054298,190.072710053376,141.525627978135,98.0811768955998,137.481578994586,95.7046584373887,117.633832493165,87.2005703995486,117.507267004887,83.5608500417863,103.58583873455
ENSRNOG00000053888,2.49068416675672,1.56161887815261,2.20668052035542,2.8412739572811,1.90785759519132,2.01713697402104,10.4398619938928,9.16008925175714,15.1775408377778,12.5263366378163,8.86761325357477,11.1932793412898,1.08191794747872,1.61904629668012,1.88236525417266,2.8064139269272,2.13379279632468,2.10913694631924
ENSRNOG00000055836,6.15345500022248,5.97876941921284,7.80825414894996,8.38175817397924,6.44546484861934,11.1381041608988,12.8144188395625,14.5034746486155,12.1836149738874,13.8009463307871,10.3903347213603,11.845802352217,6.08578845456782,7.94344589308685,7.48240188533633,9.55086029970386,12.1549982504924,10.1714830153137
ENSRNOG00000060657,4.49299888905133,4.01559140096385,6.32298841409535,6.81905749747463,4.22822494069428,7.98084628851802,11.3405559698365,12.671456798264,10.1044997906302,12.482384579438,9.1363288067134,9.78784516390809,4.55307136230629,5.41368605452416,6.02356881335252,6.97077007656111,8.00172298621757,6.97375925799103
ENSRNOG00000059898,9.86506277813445,11.065185193767,10.9485302740711,7.43466685488554,8.40488616259961,8.9017131679624,8.55659277146509,10.0760981769329,8.35804303669408,8.61460344214736,9.94247546612929,7.72988797559921,9.46678204043883,8.24701707371437,9.0824123513831,6.97077007656111,9.79258479741864,8.16440108252609
ENSRNOG00000056940,265.379956120706,212.960197297783,227.16078510505,221.051113876469,209.967462908624,218.157748820754,228.899091795509,236.99186469685,236.062737907026,238.308060527158,245.606015568707,216.687833705596,177.524703215467,192.767699698477,185.460036667362,186.309672955361,192.269972325971,199.85773483267
ENSRNOG00000060972,43.6602283349119,38.7281481781846,36.7497178966884,40.2513810614822,40.5806466869073,33.6774173053947,37.8291469896351,38.370596087916,36.5508449216622,42.3258322183057,38.0680366946392,39.201574733396,35.3877328654499,34.6577097883089,31.3413814819748,34.7633209012918,32.807064243492,30.582485721629
ENSRNOG00000051450,89.5669561143494,93.3848089135259,94.0385390982234,108.1578286405,98.0741931365918,100.856848701052,79.8751794120976,74.7565061712847,87.9049899481159,81.0475956495905,91.2289302905647,97.4267049392082,99.942170398347,109.33622022268,103.624207242205,108.182730408968,108.09946719952,111.410056438637
ENSRNOG00000059224,39.0695555569681,42.1190920278875,42.054238378312,42.3349819634884,39.6524997487062,41.9652192203942,39.7942974826032,44.0193177931663,41.0001514138327,46.7649901145143,39.8594737155634,43.9198180431773,39.6252448264082,39.869015055748,37.9296598715791,39.3803244584946,41.0374078864587,39.1891251961252
ENSRNOG00000060603,54.9903994464326,62.6878435372689,64.5878413842491,62.5553816261388,68.270363676576,85.0705593391481,180.015973282928,166.560956227784,183.461123770618,160.512917197562,164.633062222934,148.976022802458,68.9271892372903,74.5773200408281,73.4122449127338,71.835143581185,74.911368528113,80.7935523791644
ENSRNOG00000053735,7.91158500028604,8.96815412881926,8.14774345977387,8.09763077825113,9.43616053837871,8.46320513013174,4.5853511502588,4.07115077855873,7.0689916230746,5.62586347242277,6.09088587114227,5.57154263176307,8.56518375087322,8.90475463174067,9.41182627086331,9.05294815137807,10.3641364392913,10.7838130965032
ENSRNOG00000012074,44.8811519460671,50.9533931100079,49.5230032164381,52.1373771161081,49.0370965682959,51.7439484640179,43.0695483042166,42.0346317886189,44.0772418850534,43.7762501447897,45.0994270017666,42.2634134769775,51.1657029328479,51.7588862969927,51.4826897016223,51.8733929073963,56.7741297593532,58.8177061320317
ENSRNOG00000031700,12.8441163893533,11.734450427261,14.4707318738692,13.685469560904,12.9940571348166,13.1113903311367,10.4398619938928,9.51631494488103,10.8529812566028,12.042863995655,10.9277658276376,10.4403681748353,11.7658576788311,10.8779673058196,13.3647933046259,12.1762152636035,13.983963504485,12.3826749751646
ENSRNOG00000058050,173.664174450723,151.566266545269,173.479037831019,145.520581178747,169.69619853445,153.565514848297,155.410651485557,164.678048992701,158.802817697188,159.633876029996,160.6919007769,150.582233290894,177.118983985163,173.237953744773,166.354029337509,172.006014876183,165.445148600746,152.470190216175
ENSRNOG00000013969,46.3950972238996,39.9328255984738,44.5155358817854,37.3153979722918,40.5806466869073,41.2636063598651,60.96060591728,62.4412750661445,58.9637065971752,52.8743262290984,58.490418733175,52.1516467964129,44.9897546493236,48.8749600810312,44.9885295747266,43.5899453488854,42.104304284621,43.0672157103251
ENSRNOG00000014531,73.3042536137614,66.0341697047388,67.3886281985464,65.8228466770121,64.7124670801381,63.5398146816627,52.1174286989237,45.1897736420019,49.5661059688525,48.0835518658633,49.8915210327389,47.2828212533406,66.4027140265066,60.1576889610208,62.6827629639496,62.73693068905,58.2982674710137,59.3960178753773
ENSRNOG00000047605,28.7161233343716,29.6707586848995,28.0078681429727,26.0450112750767,29.1335011157594,27.0559459341517,35.7821152261267,35.419011773461,31.4362215708494,29.0523105880582,30.6783589833269,28.4600420919789,25.5603115091848,25.2975983856269,25.9295813762284,26.1630201574826,22.9763760032819,25.8539367613326
ENSRNOG00000011245,47.7136947239473,40.423620103036,45.5340038142571,44.5132919974039,42.5916317196766,40.2550378728546,10.726446440784,10.7376601784487,9.06494219900154,9.97711725187475,8.73325547700546,12.0465786632715,42.645599096453,43.7142500103633,38.6826059732482,42.2772678669356,40.1229252594624,38.6448317906235
ENSRNOG00000011720,22.4161575008105,22.174988069767,23.5520709384088,19.6521448711943,23.7708743617081,23.1093735936758,31.7289923343801,35.0118966956051,33.7648305760975,30.1511120475158,27.7224878988019,29.3133414139606,22.2243978377921,26.107121533967,18.9177708044353,22.27025245239,21.1855141920808,22.0779012606643
ENSRNOG00000033517,268.407846676371,306.389623893541,338.258662072175,305.389595841763,367.597751246458,366.636570430215,334.0346431693,330.628332603701,337.190900420658,326.475889634034,320.577654894385,366.466961752272,319.616593651006,355.330066924516,364.23767668241,345.007854049018,367.926843594842,343.585212222973
ENSRNOG00000026462,50.7904222240586,37.7019414868272,52.3662261945883,45.839219844135,48.4698956616174,43.7192513717168,35.9868184024776,40.9659547092472,38.8794539269103,45.6661886550567,54.9523306168497,51.0975711633766,65.7265153093324,55.5535260548367,56.9886080700773,54.1366299452408,53.9544749927813,58.9197611455632
ENSRNOG00000012346,92.5948466700144,82.7211828598552,90.9406991369552,78.7506431826411,91.6287282879725,88.7978776607087,134.981274485744,130.887497530663,121.295579791227,125.307318436542,128.177318847126,123.377043143006,86.9591550286024,87.4285000207266,82.8240711835971,85.3693010674952,88.1713666195593,90.1145769483817
ENSRNOG00000013202,6.98368305580805,7.67424134406424,7.97799880436192,7.90821251443239,7.27048434924261,7.01612860529057,13.4285283686151,14.7070321875434,14.2211478534795,14.943699848623,16.1229331883178,15.0582233290894,8.97090298117775,6.72916117057676,8.00005233023381,8.9171539291074,8.91620561321386,8.09636440683837
ENSRNOG00000055111,41.4625658348324,41.8067682522569,39.0412707447498,46.8810202951381,40.5290829681184,36.1769131210295,24.3596779857499,24.7322409797443,21.1238102618935,25.975666501577,30.8575026854193,30.768969669106,48.4158281496729,48.5713889004037,54.7297697650701,51.8733929073963,49.0391308726762,53.7149554554529
ENSRNOG00000013422,48.2509011128556,48.5886559516625,46.7646525659938,39.0201623466604,44.8088716276016,42.6668320809232,56.579957943372,57.1487790540182,53.4332602097109,53.6654632799078,49.2197321498923,50.1438836858676,45.7561131954543,47.2559137843511,42.4943956129478,49.7912148325794,44.0475798669881,41.9105922236339
ENSRNOG00000013791,26.4207869453997,27.7075806666505,25.8860599503232,25.6188201814846,27.9475355836134,25.3457645866122,34.5129555327515,33.4852151536456,30.6461578012116,32.6124273167007,30.7679308343731,31.3211045245059,30.8797414176219,38.3511591526104,32.3296232404155,35.3970272718882,33.0737883430326,31.5690175191009
ENSRNOG00000013994,198.912874729414,192.882240292963,181.287291979969,178.574068215117,179.08079535404,171.061985557741,89.4552880653168,92.1606757496233,87.4475846077993,88.3436373403888,84.1975399834372,88.4921590972819,168.869359635637,186.139728921443,151.10687077871,155.122266573863,161.711011207178,138.7608000651
ENSRNOG00000015036,1649.02826617073,1776.00684128184,1747.18173815526,1794.1697948911,1577.69510378565,1554.29174009078,1308.38082196403,1202.92327629464,1203.39186806929,1294.91554394156,1374.65919800618,1316.03852488465,1538.5774811437,1659.37066850681,1447.25652567065,1478.70855104609,1592.80011557079,1541.54097939446
ENSRNOG00000015670,58.1648008354363,54.4335723241766,59.7076825411554,60.1876533284046,60.7936244521776,58.409270639044,51.3804972640607,52.8740707365315,57.5499082725602,56.9179155999022,54.6836150637111,55.7656203953943,57.4318110453289,57.3243579418306,58.0709680912266,54.5440126120528,60.2034396105893,59.0898528347825
ENSRNOG00000016411,652.94994724583,630.938644455886,670.194335730254,611.584219304756,637.172873075113,619.392603435808,573.455478229242,513.372113176256,616.291322621109,539.555468652046,507.558893953348,596.807584609576,647.16725225019,681.820871689416,723.298848915845,643.347760377682,692.225245193402,626.889929786628
ENSRNOG00000016627,24.1254505564278,21.0595460139437,25.6738791310583,18.6576989861459,24.4927664247535,22.1446559104483,36.8056311078809,40.6606184008553,35.8855280630199,35.6011672864253,36.276599673715,34.3829432680874,23.171076041836,24.1845040566593,22.7295604441349,22.3155171931469,25.1863756851896,21.9758462471327
ENSRNOG00000048248,7.32554166693152,8.92353644658632,9.46326453921653,8.47646730588861,9.07521450685602,9.0332655793116,6.91896736065837,10.3814344853248,8.73228376968038,7.82346639133791,4.97123773306465,8.33221690876279,7.16770640204654,6.83035156411927,10.0235949784694,9.14347763289185,8.49706774250722,10.0354096639383
ENSRNOG00000011114,31.7928508344828,29.5815233204337,24.1037410684977,27.1815208579892,30.0100843351716,25.3457645866122,28.289978971686,27.6329359094674,28.1096372776378,28.2611735372488,30.2752856536189,29.7148940360697,28.8962251805776,31.7231883755761,25.5060491940396,29.3768167512218,24.3480999437763,25.7859000856449
ENSRNOG00000011161,12.306910000445,8.83430108212046,9.50570070306952,9.37620405902762,10.0033614450572,8.50705593391481,8.02436451295291,9.87254063800492,7.73430848171691,7.6037060994464,6.58353105189642,6.02328933163575,6.08578845456782,8.60118345111315,6.8235740463759,6.38232844672154,6.59189560293161,7.00777759583489
ENSRNOG00000011815,12.306910000445,9.14662485775098,9.76031768618745,9.80239515261979,10.5189986329468,9.73487843984066,4.66723242079914,4.12204016329071,6.11259863877627,4.6589181881001,4.5681644033567,4.86882554307223,10.5036200734393,9.967253763937,11.8118419699335,9.32453659591941,11.1643087379131,12.8249133671347
ENSRNOG00000048796,12.3557469448912,13.69762844551,13.0279023028676,14.3010789183149,14.1284589481736,15.2162289127239,17.9319982483335,14.0963595707596,17.5477321466911,16.8775904172683,15.4511443054712,16.7648219730528,15.5525704950066,15.4315350152324,15.764809003696,14.5752465237187,13.7553428477359,12.7908950292909
ENSRNOG00000054246,18.8998975006833,21.2380167428755,20.1147416663167,23.4878647135237,21.1926884222604,23.240926005025,29.8866637472226,24.1724577476925,32.1431207331568,28.3930297123837,24.9905464418925,28.9619828696152,24.613633305141,23.8809328760318,24.4236891728903,22.9944883045003,21.9094796051195,19.7646542872819
ENSRNOG00000013323,15.3836375005562,14.4561290434698,13.5371362691035,12.5016054120368,13.3550031663393,13.5060475651843,11.8318435930785,12.0098947967483,9.97975287963472,11.031966652954,10.8829799021145,11.845802352217,11.6756978498746,13.559512734696,12.2824332834766,14.1678638569067,11.7358603797858,13.1310784077295
ENSRNOG00000021442,15.0906158338789,14.1438052678393,15.9135614448708,14.3957880502242,15.984752824576,14.0761080143642,12.691596933752,10.8903283326446,12.1836149738874,12.0868160540333,11.7339124870535,11.6952201189261,15.3722508370935,15.1279638346049,16.0001046604676,15.3900118573427,16.2701700719757,13.7774268267628
ENSRNOG00000014004,27.6417105565549,25.5659319194698,29.1536445670034,22.54077339443,27.8959718648245,25.1265105676968,24.0730935388587,21.1699840485054,21.9138740315312,20.0860906788844,19.3475198259813,21.1819008162524,30.1133828714911,26.4612879113657,28.6590109947788,27.3851681579186,25.5674101131047,27.9630737076518
ENSRNOG00000014240,9.18134555588751,7.71885902629717,7.08683936344915,7.00847576129337,8.3017587250217,6.7091729788091,11.1767934287558,11.4501115646964,12.4746910995434,11.8231037037635,10.9277658276376,12.3477431298533,8.88074315222119,9.2083258123682,9.27064887680036,7.42341748413001,7.43017134434488,6.73563089308402
ENSRNOG00000042944,18.5580388895599,15.8392771926907,19.096273733845,18.4209261563725,17.3769732318777,16.5317530262159,14.4111036150991,21.5262097416293,15.2607054451081,18.9872892194268,22.7512501657373,19.6760784833434,21.0523200613568,23.8303376792605,22.0707326051745,22.9039588229865,21.6427555055789,21.8397728957573
ENSRNOG00000011588,29.2044927788337,28.8676404047068,25.2070813286754,25.3346927857565,27.8444081460355,28.1960668325115,35.8230558613969,39.1848262436278,35.7607811520244,34.5023658269678,33.0520130360514,33.3288676350511,27.4536679172726,28.2321197983596,26.306054427063,28.064139269272,29.2253406210899,24.6632949367976
ENSRNOG00000011622,32.0370355567139,31.990878161012,27.5835065044428,31.3013680960468,30.5772852418501,28.7222764779083,28.6993853243877,26.4115906758998,29.024447958271,26.2393788518468,27.0506990159554,30.3172229692333,32.4124585098834,32.1279499497462,27.5766509736295,27.7020213432169,26.9010306108076,30.2082840053465
ENSRNOG00000023407,12.2092361115525,11.3328912871646,10.9909664379241,10.0391679823932,10.3643074765799,10.8311485344173,11.0539715229453,8.75297417390127,11.3935512042496,11.5593913534937,10.255976944791,11.0426971079989,10.1880606720913,13.7112983250098,10.5412454233669,10.1845666703003,11.0881018523301,9.66120794765587
ENSRNOG00000023387,16.9952566672811,21.9518996586024,21.3878265819064,21.5463275093817,19.8004680149586,21.9692526953161,20.5521989056243,14.5543640333475,24.6583060734308,18.3719604021306,20.8702412937669,21.5332593605978,17.4008469886161,19.0237939859914,20.8471951899622,20.4143980813575,25.1863756851896,28.3032570860904
ENSRNOG00000039783,787.886424750708,623.889050663083,721.329913173106,645.205961132583,686.983425425243,577.076577785149,648.58154395,579.986317790423,740.539245972562,638.052031477823,676.446619100977,727.011022328435,674.575840252984,668.008382970864,728.287116839403,527.877406706855,678.736626445207,617.602923555255
ENSRNOG00000012775,29.3510036121723,22.7550179387951,27.8805596514137,22.7301916582488,25.9365505508442,25.5650186055275,22.189824316431,20.2030857385977,20.7911518325723,21.3167483134769,22.0794612828907,22.0853942159977,26.3266700553156,25.3987887791694,26.1178179016457,24.5334894902346,24.5386171577339,25.9559917748642
ENSRNOG00000013331,73.206579724869,75.7608244315179,78.3371584726175,73.1628043999883,71.7766965542249,74.2832616085139,66.2828885024018,62.8992795287324,65.7000397909286,60.6977926204363,63.4168705407166,68.4145279918294,76.0047358103803,74.1219632698868,79.2475772006691,76.4974118791447,78.7217128072642,76.4732234729943
ENSRNOG00000014485,47.2741622239314,46.8931840268111,46.5100355828759,47.4492750865943,43.8291609706115,44.5524166435951,38.0747908012561,35.6734586971209,40.1269230368646,38.0624825556103,39.7251159389941,41.510502310523,45.5307136230629,52.8719806259602,47.8120774559856,47.9353604615469,49.9536134996725,44.530004237611
ENSRNOG00000014721,10.7441277781662,10.7974791003695,12.6884129920437,11.2230321312603,10.7252535081026,11.4012089835972,6.01827338471468,7.83696524872556,5.4888640837991,8.87831579241718,6.62831697741953,7.67969389783558,17.7164063899641,16.4434389506575,17.3648194697428,17.8795725989717,17.7181008980532,15.4783437189557
ENSRNOG00000039776,49.032292223995,49.8379510541846,49.9898010188209,51.1429312310598,50.119934662864,55.5151175893616,47.1226711959632,48.9046987274368,49.8571820945085,47.600079223702,46.532576618506,47.634179797686,53.0139794264574,49.5832928358287,55.012124553196,49.7912148325794,51.7063718680821,49.6667732520337
ENSRNOG00000015676,32.2812202789449,29.0461111336385,31.5725059066238,32.2011048491858,30.5257215230612,32.3618931919027,26.0791846670969,24.9357985186722,26.9869150786789,28.6127900042752,30.1857138025727,23.9425750932521,35.0270935496237,33.9999722302826,35.7178806979263,35.9854689017278,32.2355126016193,35.7532730738955
ENSRNOG00000015810,20.7068644451931,19.8102509114216,19.223582225404,20.7886544541067,18.8723210767574,17.0579626716127,17.4816512603617,19.7959706607418,15.2607054451081,20.1300427372627,23.9604701548611,19.0235554724162,27.5889076607074,28.1815246015884,25.0354578804964,26.2535496389964,22.2143071474516,23.1324697338239
ENSRNOG00000016103,23.9789397230892,27.39525689102,28.7717190923265,30.2595676450437,21.8114530477278,24.9511073525646,17.8501169777932,15.8265986516471,19.0446950786363,19.8223783286146,18.8100887197041,18.2706443059618,21.0973999758351,18.1130804441089,22.2119099992374,21.7723403040642,20.6139625502081,21.907809571445
ENSRNOG00000016372,20.0719841673924,21.7734289296706,23.127709299879,23.6772829773425,22.5333451107732,25.7404218206598,42.3735575046238,32.212980535346,36.8835033509833,35.0297905275074,37.6649633649312,38.0471109448325,21.9989982654007,20.541649889129,25.0354578804964,21.4102223780091,26.2532720833519,27.7249453427448
ENSRNOG00000016923,67.2973094468776,76.5193250294777,78.2947223087645,91.536375990406,80.800347342292,81.036285391106,91.4613791935551,75.1636212491406,82.1666320423259,85.2669932539076,83.8840385047755,82.9708105432825,82.8118028966006,75.3362479923969,82.4005390014083,80.7070327695355,80.3220574045077,86.4746147990888
ENSRNOG00000017930,27.9347322232322,28.2876105356786,29.5780062055333,27.7024210834907,25.2662222065878,26.0912282509243,26.81611610196,24.3760152866204,25.1157114137474,28.3051255956271,26.5132679096781,26.1009204370882,29.3921042398386,30.5594988498373,29.882548409991,36.3475868277829,31.2067196462485,31.0247241135991
ENSRNOG00000049394,16.9952566672811,20.5687515093815,21.3453904180534,21.5936820753363,19.8520317337476,22.0131034990991,20.7978427172453,15.1141472653993,25.2404583247428,18.3719604021306,22.7512501657373,22.6375290713977,18.0770457057903,19.0743891827627,20.8001360586079,21.4102223780091,24.8815481428575,28.5413854509974
ENSRNOG00000012742,5.66508555576038,6.73727001717268,7.38389251042007,7.00847576129337,7.83768525592111,7.05997940907363,13.3875877333449,12.3152311051402,13.2647548691812,14.1965148561918,10.4799065724066,11.6952201189261,5.99562862561126,4.45237731587034,8.61182103783993,6.47285792823532,6.78241281688917,7.85823604193136
ENSRNOG00000023053,61.6322238911172,60.5461947900882,67.1340112154285,56.9201882775313,61.5155165152229,62.1365889606046,69.3534361476644,71.9575900110256,68.985041780475,65.8401834506977,63.0137972110086,63.5457024487572,64.1937982170709,61.0684025029034,61.0356933665486,60.4284289104486,54.2974059779049,56.7766058614002
ENSRNOG00000017095,14.2603877782934,15.7946595104578,15.8711252810179,12.02805975249,14.850351011219,15.961692577036,16.6628385549583,15.2159260348633,12.93209643986,13.5811860388956,12.6744169230387,16.2628811954165,14.2903328896148,13.4077271443823,13.3647933046259,13.2625690417689,14.5936185891492,13.3011700969487
